Churn,customer_tenure,account_Contract,internet_InternetService,internet_TechSupport,account_Charges_Monthly,account_PaymentMethod,account_PaperlessBilling,customer_SeniorCitizen,Cuentas_Diarias
No,34,Month-to-month,Fiber optic,No,88.85,Mailed check,No,0,2.9616666666666664
No,54,One year,DSL,Yes,61.0,Electronic check,Yes,0,2.033333333333333
Yes,6,Month-to-month,Fiber optic,Yes,80.5,Electronic check,Yes,0,2.683333333333333
No,62,One year,No,No internet service,19.95,Bank transfer (automatic),No,0,0.6649999999999999
Yes,13,Month-to-month,DSL,No,55.95,Electronic check,No,0,1.865
No,30,Two year,No,No internet service,19.3,Mailed check,No,0,0.6433333333333333
No,55,One year,No,No internet service,19.5,Mailed check,No,0,0.65
No,17,One year,DSL,No,70.35,Bank transfer (automatic),Yes,0,2.3449999999999998
No,7,Month-to-month,DSL,Yes,81.25,Bank transfer (automatic),No,0,2.7083333333333335
No,18,Month-to-month,Fiber optic,No,95.95,Credit card (automatic),Yes,0,3.1983333333333333
No,6,Month-to-month,DSL,No,45.5,Mailed check,No,0,1.5166666666666666
No,53,Two year,DSL,Yes,73.9,Bank transfer (automatic),Yes,0,2.4633333333333334
Yes,16,Month-to-month,Fiber optic,No,73.85,Bank transfer (automatic),Yes,0,2.4616666666666664
No,45,Two year,No,No internet service,24.45,Mailed check,No,0,0.815
No,64,One year,Fiber optic,No,97.0,Bank transfer (automatic),No,1,3.2333333333333334
No,18,One year,DSL,Yes,40.2,Mailed check,Yes,0,1.34
No,70,Two year,DSL,Yes,74.8,Credit card (automatic),Yes,0,2.493333333333333
No,69,Two year,No,No internet service,23.95,Bank transfer (automatic),No,0,0.7983333333333333
No,40,Month-to-month,Fiber optic,No,96.35,Credit card (automatic),Yes,0,3.2116666666666664
Yes,21,Month-to-month,Fiber optic,Yes,102.8,Electronic check,Yes,0,3.4266666666666667
Yes,19,Month-to-month,Fiber optic,No,95.15,Electronic check,Yes,0,3.171666666666667
No,18,Month-to-month,Fiber optic,No,87.9,Mailed check,Yes,0,2.93
No,1,Month-to-month,No,No internet service,20.05,Mailed check,Yes,0,0.6683333333333333
Yes,2,Month-to-month,DSL,No,62.05,Bank transfer (automatic),No,0,2.0683333333333334
No,33,Two year,DSL,Yes,59.55,Bank transfer (automatic),No,0,1.9849999999999999
Yes,1,Month-to-month,No,No internet service,19.3,Mailed check,Yes,0,0.6433333333333333
No,60,One year,DSL,Yes,74.85,Credit card (automatic),Yes,1,2.4949999999999997
No,72,Two year,Fiber optic,Yes,109.75,Credit card (automatic),Yes,0,3.658333333333333
Yes,2,Month-to-month,DSL,No,45.0,Mailed check,Yes,0,1.5
No,63,Two year,DSL,Yes,79.85,Credit card (automatic),Yes,0,2.6616666666666666
No,12,Month-to-month,DSL,Yes,67.25,Electronic check,Yes,0,2.2416666666666667
No,31,Month-to-month,Fiber optic,Yes,87.6,Electronic check,No,0,2.92
No,71,Two year,DSL,Yes,89.9,Credit card (automatic),No,0,2.996666666666667
No,50,One year,Fiber optic,No,101.9,Bank transfer (automatic),Yes,1,3.396666666666667
No,54,Two year,DSL,No,46.2,Bank transfer (automatic),No,0,1.54
Yes,1,Month-to-month,DSL,Yes,52.2,Electronic check,Yes,0,1.74
No,11,Month-to-month,DSL,No,55.6,Electronic check,Yes,1,1.8533333333333333
No,44,One year,DSL,Yes,70.95,Electronic check,Yes,0,2.365
No,62,Two year,Fiber optic,Yes,107.6,Bank transfer (automatic),Yes,0,3.5866666666666664
No,57,One year,Fiber optic,No,86.9,Electronic check,Yes,0,2.896666666666667
No,18,One year,No,No internet service,19.8,Bank transfer (automatic),No,0,0.66
No,70,Two year,Fiber optic,Yes,98.7,Bank transfer (automatic),Yes,0,3.29
No,21,Month-to-month,Fiber optic,No,99.85,Credit card (automatic),Yes,0,3.328333333333333
Yes,17,Month-to-month,DSL,No,45.05,Electronic check,Yes,1,1.5016666666666665
No,42,Month-to-month,Fiber optic,No,95.55,Electronic check,Yes,1,3.185
No,21,One year,Fiber optic,Yes,79.2,Electronic check,No,0,2.64
No,3,Month-to-month,No,No internet service,19.55,Electronic check,No,0,0.6516666666666667
No,8,Month-to-month,No,No internet service,19.95,Mailed check,No,0,0.6649999999999999
Yes,18,Month-to-month,DSL,No,57.45,Electronic check,No,0,1.915
Yes,2,Month-to-month,Fiber optic,No,88.55,Electronic check,Yes,1,2.9516666666666667
No,2,One year,No,No internet service,20.2,Mailed check,No,0,0.6733333333333333
No,51,Two year,No,No internet service,19.6,Credit card (automatic),No,1,0.6533333333333334
No,21,One year,DSL,No,75.9,Bank transfer (automatic),Yes,0,2.5300000000000002
Yes,55,Month-to-month,DSL,Yes,54.55,Bank transfer (automatic),Yes,0,1.8183333333333331
No,70,Two year,DSL,Yes,89.75,Credit card (automatic),No,0,2.9916666666666667
Yes,31,Month-to-month,DSL,Yes,55.25,Electronic check,Yes,0,1.8416666666666666
No,67,One year,DSL,Yes,49.35,Bank transfer (automatic),Yes,0,1.645
Yes,1,Month-to-month,Fiber optic,No,70.1,Electronic check,Yes,0,2.3366666666666664
No,21,Two year,No,No internet service,19.6,Mailed check,No,0,0.6533333333333334
Yes,22,Month-to-month,Fiber optic,No,69.25,Electronic check,Yes,0,2.308333333333333
Yes,11,Month-to-month,Fiber optic,No,84.8,Credit card (automatic),Yes,1,2.8266666666666667
No,1,Month-to-month,DSL,No,45.2,Electronic check,No,1,1.5066666666666668
No,72,Two year,No,No internet service,25.85,Credit card (automatic),No,0,0.8616666666666667
No,34,One year,No,No internet service,25.6,Credit card (automatic),Yes,0,0.8533333333333334
No,29,One year,No,No internet service,20.0,Electronic check,No,0,0.6666666666666666
Yes,56,One year,Fiber optic,No,100.3,Credit card (automatic),No,0,3.3433333333333333
No,5,Month-to-month,DSL,Yes,64.4,Credit card (automatic),No,0,2.146666666666667
No,18,Month-to-month,DSL,No,33.6,Mailed check,No,0,1.12
No,20,Month-to-month,No,No internet service,20.0,Electronic check,No,0,0.6666666666666666
Yes,2,Month-to-month,Fiber optic,No,79.6,Electronic check,Yes,1,2.6533333333333333
No,45,Two year,Fiber optic,No,99.7,Bank transfer (automatic),No,0,3.3233333333333333
No,20,Month-to-month,Fiber optic,Yes,107.05,Electronic check,No,1,3.5683333333333334
No,29,One year,No,No internet service,20.0,Mailed check,No,0,0.6666666666666666
No,50,Two year,DSL,Yes,79.6,Mailed check,Yes,0,2.6533333333333333
No,11,Month-to-month,DSL,No,35.8,Mailed check,Yes,0,1.1933333333333331
No,72,Two year,DSL,Yes,91.95,Credit card (automatic),Yes,0,3.065
No,6,Month-to-month,No,No internet service,19.65,Mailed check,No,0,0.6549999999999999
Yes,44,Month-to-month,Fiber optic,No,84.8,Bank transfer (automatic),Yes,0,2.8266666666666667
No,72,Two year,DSL,Yes,86.65,Credit card (automatic),No,0,2.8883333333333336
No,48,Month-to-month,Fiber optic,Yes,95.4,Electronic check,Yes,0,3.18
No,50,Month-to-month,DSL,No,70.35,Bank transfer (automatic),Yes,1,2.3449999999999998
No,1,Month-to-month,DSL,No,55.55,Mailed check,No,0,1.8516666666666666
Yes,1,Month-to-month,DSL,No,24.75,Electronic check,No,0,0.825
No,36,One year,DSL,Yes,60.7,Credit card (automatic),No,0,2.0233333333333334
No,7,Month-to-month,No,No internet service,20.25,Mailed check,No,0,0.675
Yes,26,Month-to-month,Fiber optic,No,98.35,Electronic check,Yes,0,3.2783333333333333
No,40,Two year,No,No internet service,20.15,Mailed check,No,0,0.6716666666666666
No,72,Two year,DSL,Yes,72.1,Credit card (automatic),No,0,2.4033333333333333
No,63,Two year,DSL,Yes,79.8,Credit card (automatic),No,0,2.6599999999999997
No,2,Month-to-month,Fiber optic,Yes,80.15,Electronic check,Yes,0,2.671666666666667
No,60,One year,Fiber optic,No,95.4,Bank transfer (automatic),Yes,0,3.18
No,47,Two year,No,No internet service,19.3,Bank transfer (automatic),No,0,0.6433333333333333
Yes,1,Month-to-month,No,No internet service,20.5,Mailed check,No,0,0.6833333333333333
No,25,Month-to-month,DSL,Yes,79.0,Mailed check,Yes,0,2.6333333333333333
No,4,Month-to-month,Fiber optic,No,75.65,Electronic check,Yes,0,2.521666666666667
Yes,1,Month-to-month,DSL,No,50.1,Mailed check,Yes,0,1.6700000000000002
No,37,One year,No,No internet service,19.6,Mailed check,No,1,0.6533333333333334
Yes,4,Month-to-month,Fiber optic,No,84.6,Electronic check,Yes,1,2.82
No,72,Two year,DSL,No,75.4,Bank transfer (automatic),Yes,0,2.5133333333333336
No,67,One year,Fiber optic,No,105.7,Bank transfer (automatic),Yes,0,3.5233333333333334
No,59,One year,DSL,Yes,80.1,Electronic check,Yes,0,2.67
Yes,1,Month-to-month,Fiber optic,No,70.4,Electronic check,No,0,2.3466666666666667
No,43,Month-to-month,Fiber optic,No,94.1,Electronic check,Yes,0,3.1366666666666663
Yes,1,Month-to-month,No,No internet service,19.45,Mailed check,No,0,0.6483333333333333
Yes,4,Month-to-month,Fiber optic,No,70.4,Electronic check,No,0,2.3466666666666667
Yes,9,Month-to-month,DSL,Yes,65.0,Mailed check,No,0,2.1666666666666665
No,30,Month-to-month,Fiber optic,No,82.05,Bank transfer (automatic),No,0,2.735
No,13,Month-to-month,No,No internet service,19.45,Credit card (automatic),No,0,0.6483333333333333
No,2,Month-to-month,Fiber optic,No,74.75,Electronic check,Yes,0,2.4916666666666667
No,30,Two year,No,No internet service,19.05,Mailed check,No,0,0.635
No,12,One year,DSL,Yes,30.25,Credit card (automatic),No,0,1.0083333333333333
No,63,Two year,Fiber optic,Yes,110.1,Credit card (automatic),Yes,0,3.67
No,48,Two year,No,No internet service,23.55,Mailed check,No,0,0.785
No,1,Month-to-month,No,No internet service,20.15,Bank transfer (automatic),Yes,0,0.6716666666666666
No,71,Two year,DSL,Yes,82.7,Bank transfer (automatic),Yes,1,2.756666666666667
No,61,Two year,No,No internet service,24.4,Mailed check,No,0,0.8133333333333332
No,5,Month-to-month,No,No internet service,20.05,Bank transfer (automatic),No,1,0.6683333333333333
Yes,46,One year,DSL,Yes,59.9,Bank transfer (automatic),Yes,1,1.9966666666666666
Yes,1,Month-to-month,No,No internet service,20.2,Mailed check,No,0,0.6733333333333333
Yes,47,One year,Fiber optic,Yes,110.85,Credit card (automatic),Yes,0,3.695
Yes,59,One year,Fiber optic,No,99.5,Bank transfer (automatic),Yes,0,3.316666666666667
Yes,5,Month-to-month,Fiber optic,No,81.0,Electronic check,Yes,1,2.7
No,26,One year,No,No internet service,19.8,Credit card (automatic),No,0,0.66
No,40,Month-to-month,DSL,No,65.1,Mailed check,No,0,2.17
Yes,1,Month-to-month,DSL,Yes,60.0,Electronic check,Yes,0,2.0
No,7,Month-to-month,No,No internet service,20.25,Bank transfer (automatic),Yes,0,0.675
Yes,48,One year,Fiber optic,No,103.25,Credit card (automatic),Yes,0,3.441666666666667
Yes,1,Month-to-month,No,No internet service,19.9,Mailed check,Yes,0,0.6633333333333333
No,11,Month-to-month,DSL,No,29.6,Electronic check,Yes,0,0.9866666666666667
No,8,Month-to-month,No,No internet service,19.45,Bank transfer (automatic),No,0,0.6483333333333333
Yes,38,Month-to-month,Fiber optic,Yes,99.55,Electronic check,Yes,1,3.3183333333333334
No,34,Month-to-month,No,No internet service,20.8,Mailed check,No,0,0.6933333333333334
No,19,Two year,No,No internet service,20.2,Mailed check,No,0,0.6733333333333333
No,70,Two year,Fiber optic,Yes,113.65,Electronic check,Yes,1,3.7883333333333336
Yes,1,Month-to-month,Fiber optic,No,68.95,Electronic check,Yes,0,2.2983333333333333
Yes,4,Month-to-month,Fiber optic,No,79.9,Electronic check,Yes,0,2.6633333333333336
No,51,Two year,No,No internet service,20.65,Bank transfer (automatic),No,0,0.6883333333333332
No,35,One year,DSL,No,62.15,Bank transfer (automatic),Yes,0,2.0716666666666668
No,30,Month-to-month,Fiber optic,Yes,89.9,Credit card (automatic),Yes,0,2.996666666666667
No,8,Month-to-month,Fiber optic,Yes,90.25,Electronic check,Yes,0,3.0083333333333333
No,4,Month-to-month,DSL,No,25.15,Electronic check,Yes,0,0.8383333333333333
No,10,One year,No,No internet service,19.3,Mailed check,Yes,0,0.6433333333333333
No,72,One year,Fiber optic,Yes,104.9,Credit card (automatic),Yes,0,3.496666666666667
Yes,2,Month-to-month,DSL,No,44.7,Electronic check,Yes,1,1.49
Yes,23,Month-to-month,Fiber optic,No,79.15,Electronic check,Yes,0,2.6383333333333336
No,50,One year,Fiber optic,Yes,103.4,Bank transfer (automatic),Yes,0,3.4466666666666668
No,71,Two year,No,No internet service,19.85,Bank transfer (automatic),No,0,0.6616666666666667
Yes,10,Month-to-month,Fiber optic,No,81.0,Credit card (automatic),Yes,0,2.7
Yes,30,Month-to-month,Fiber optic,No,100.2,Electronic check,Yes,0,3.3400000000000003
Yes,29,Month-to-month,Fiber optic,No,80.15,Bank transfer (automatic),Yes,0,2.671666666666667
Yes,20,Month-to-month,Fiber optic,No,79.15,Electronic check,Yes,1,2.6383333333333336
No,18,Month-to-month,DSL,No,25.15,Mailed check,No,0,0.8383333333333333
No,32,Month-to-month,Fiber optic,No,89.6,Electronic check,No,0,2.9866666666666664
No,72,Two year,No,No internet service,20.1,Credit card (automatic),Yes,0,0.67
No,72,Two year,Fiber optic,No,103.75,Bank transfer (automatic),Yes,0,3.4583333333333335
Yes,13,Month-to-month,Fiber optic,No,84.45,Electronic check,Yes,0,2.815
Yes,8,Month-to-month,Fiber optic,No,100.6,Electronic check,Yes,1,3.353333333333333
Yes,25,Month-to-month,Fiber optic,No,84.8,Electronic check,Yes,0,2.8266666666666667
No,22,Month-to-month,Fiber optic,No,81.7,Electronic check,No,1,2.7233333333333336
No,42,Two year,No,No internet service,20.25,Electronic check,No,0,0.675
No,61,One year,DSL,Yes,43.7,Credit card (automatic),No,0,1.4566666666666668
No,35,One year,DSL,Yes,72.1,Mailed check,Yes,0,2.4033333333333333
No,40,Month-to-month,Fiber optic,No,74.8,Credit card (automatic),No,0,2.493333333333333
Yes,1,Month-to-month,Fiber optic,No,86.05,Electronic check,Yes,1,2.868333333333333
No,72,Two year,DSL,Yes,83.3,Bank transfer (automatic),Yes,0,2.7766666666666664
No,66,One year,Fiber optic,Yes,110.6,Credit card (automatic),Yes,1,3.6866666666666665
No,20,Month-to-month,DSL,No,51.8,Mailed check,Yes,0,1.7266666666666666
No,16,Month-to-month,Fiber optic,No,79.95,Credit card (automatic),Yes,0,2.665
Yes,46,Month-to-month,Fiber optic,No,96.05,Bank transfer (automatic),No,0,3.2016666666666667
No,72,Two year,Fiber optic,No,112.4,Electronic check,Yes,1,3.746666666666667
No,19,Month-to-month,No,No internet service,24.1,Credit card (automatic),Yes,0,0.8033333333333333
Yes,29,Month-to-month,Fiber optic,No,94.65,Credit card (automatic),No,0,3.1550000000000002
No,65,One year,Fiber optic,No,103.15,Bank transfer (automatic),Yes,1,3.4383333333333335
No,67,Month-to-month,Fiber optic,No,83.85,Bank transfer (automatic),No,1,2.795
No,39,Two year,DSL,Yes,49.8,Bank transfer (automatic),Yes,0,1.66
No,72,Two year,No,No internet service,25.0,Credit card (automatic),No,0,0.8333333333333334
No,47,Two year,DSL,Yes,41.9,Mailed check,No,0,1.3966666666666667
No,65,One year,Fiber optic,Yes,100.15,Bank transfer (automatic),Yes,0,3.3383333333333334
No,56,Month-to-month,Fiber optic,No,104.75,Electronic check,No,1,3.4916666666666667
Yes,1,Month-to-month,Fiber optic,No,86.0,Electronic check,Yes,1,2.8666666666666667
Yes,37,Month-to-month,Fiber optic,No,76.5,Electronic check,Yes,1,2.55
Yes,1,Month-to-month,DSL,No,44.9,Bank transfer (automatic),Yes,0,1.4966666666666666
No,6,Month-to-month,Fiber optic,No,89.35,Electronic check,Yes,1,2.978333333333333
No,56,Two year,DSL,Yes,73.25,Bank transfer (automatic),No,1,2.441666666666667
No,40,One year,Fiber optic,No,85.05,Electronic check,Yes,0,2.835
No,5,Month-to-month,Fiber optic,No,89.15,Electronic check,Yes,0,2.9716666666666667
Yes,70,Two year,Fiber optic,Yes,104.0,Credit card (automatic),Yes,0,3.466666666666667
No,3,Month-to-month,Fiber optic,No,73.85,Electronic check,No,1,2.4616666666666664
No,2,Two year,DSL,Yes,59.5,Mailed check,No,0,1.9833333333333334
Yes,1,Month-to-month,DSL,No,44.1,Electronic check,Yes,0,1.47
No,58,Two year,DSL,Yes,55.5,Credit card (automatic),Yes,0,1.85
No,13,Month-to-month,Fiber optic,No,73.75,Credit card (automatic),Yes,0,2.4583333333333335
No,10,Month-to-month,No,No internet service,20.0,Electronic check,No,0,0.6666666666666666
No,66,One year,Fiber optic,Yes,116.25,Electronic check,Yes,1,3.875
No,56,One year,Fiber optic,No,80.9,Electronic check,Yes,0,2.6966666666666668
Yes,1,Month-to-month,Fiber optic,No,69.65,Electronic check,Yes,1,2.3216666666666668
No,71,Two year,DSL,Yes,47.6,Bank transfer (automatic),Yes,0,1.5866666666666667
No,56,One year,DSL,Yes,64.65,Bank transfer (automatic),Yes,0,2.1550000000000002
Yes,24,Month-to-month,Fiber optic,No,90.35,Electronic check,Yes,0,3.0116666666666663
Yes,1,Month-to-month,No,No internet service,20.0,Mailed check,No,0,0.6666666666666666
No,55,One year,DSL,Yes,75.75,Bank transfer (automatic),Yes,0,2.525
No,42,Two year,No,No internet service,20.7,Mailed check,No,0,0.69
No,42,Month-to-month,Fiber optic,No,92.15,Electronic check,Yes,0,3.0716666666666668
No,14,Month-to-month,No,No internet service,19.6,Credit card (automatic),No,0,0.6533333333333334
No,10,Month-to-month,DSL,No,34.55,Bank transfer (automatic),Yes,1,1.1516666666666666
No,22,Two year,No,No internet service,25.25,Credit card (automatic),No,0,0.8416666666666667
Yes,32,Month-to-month,Fiber optic,No,69.75,Bank transfer (automatic),Yes,0,2.325
No,39,Two year,No,No internet service,20.45,Bank transfer (automatic),Yes,0,0.6816666666666666
No,57,Two year,Fiber optic,Yes,101.3,Credit card (automatic),No,1,3.3766666666666665
No,8,Month-to-month,Fiber optic,No,87.1,Electronic check,Yes,1,2.9033333333333333
No,63,One year,DSL,Yes,71.5,Electronic check,No,0,2.3833333333333333
No,61,Two year,DSL,Yes,61.45,Bank transfer (automatic),Yes,0,2.0483333333333333
Yes,1,Month-to-month,No,No internet service,19.8,Mailed check,No,0,0.66
No,50,One year,No,No internet service,19.35,Mailed check,Yes,0,0.645
Yes,11,Month-to-month,No,No internet service,19.95,Mailed check,No,1,0.6649999999999999
No,35,Two year,No,No internet service,25.45,Bank transfer (automatic),No,0,0.8483333333333333
Yes,1,Month-to-month,No,No internet service,20.15,Mailed check,Yes,0,0.6716666666666666
No,72,Two year,DSL,Yes,80.2,Bank transfer (automatic),No,0,2.6733333333333333
Yes,29,Month-to-month,Fiber optic,Yes,98.65,Electronic check,No,1,3.2883333333333336
No,29,One year,DSL,No,70.9,Credit card (automatic),No,0,2.3633333333333337
Yes,5,Month-to-month,No,No internet service,19.35,Mailed check,No,0,0.645
Yes,11,One year,DSL,No,41.6,Electronic check,Yes,0,1.3866666666666667
No,54,One year,DSL,Yes,70.7,Electronic check,Yes,0,2.356666666666667
No,49,One year,Fiber optic,No,89.85,Bank transfer (automatic),Yes,1,2.9949999999999997
No,72,Two year,Fiber optic,Yes,109.7,Credit card (automatic),No,1,3.6566666666666667
Yes,9,Month-to-month,Fiber optic,No,79.35,Bank transfer (automatic),Yes,0,2.645
Yes,1,Month-to-month,Fiber optic,No,94.6,Electronic check,Yes,0,3.1533333333333333
Yes,31,Month-to-month,Fiber optic,No,86.55,Credit card (automatic),Yes,0,2.885
No,1,Month-to-month,Fiber optic,No,84.6,Electronic check,Yes,0,2.82
Yes,56,One year,Fiber optic,No,104.55,Bank transfer (automatic),Yes,1,3.485
No,70,Two year,DSL,No,68.95,Credit card (automatic),No,0,2.2983333333333333
No,55,Month-to-month,Fiber optic,Yes,90.45,Electronic check,No,1,3.015
Yes,3,Month-to-month,DSL,No,53.4,Credit card (automatic),No,0,1.78
Yes,5,Month-to-month,Fiber optic,No,84.5,Electronic check,Yes,0,2.816666666666667
Yes,3,Month-to-month,Fiber optic,No,69.65,Electronic check,No,0,2.3216666666666668
No,26,Two year,DSL,No,73.5,Credit card (automatic),Yes,0,2.45
No,25,Month-to-month,DSL,Yes,65.8,Bank transfer (automatic),Yes,0,2.1933333333333334
Yes,15,Month-to-month,DSL,Yes,58.6,Credit card (automatic),Yes,0,1.9533333333333334
No,31,Month-to-month,DSL,Yes,49.2,Mailed check,Yes,0,1.6400000000000001
No,2,Month-to-month,Fiber optic,No,91.45,Electronic check,Yes,0,3.0483333333333333
Yes,1,Month-to-month,DSL,No,53.55,Mailed check,Yes,0,1.785
No,18,Month-to-month,DSL,No,56.25,Mailed check,No,0,1.875
No,2,Month-to-month,Fiber optic,No,95.5,Credit card (automatic),Yes,1,3.183333333333333
No,13,Month-to-month,DSL,No,71.95,Electronic check,Yes,0,2.3983333333333334
No,40,Two year,No,No internet service,19.1,Mailed check,No,0,0.6366666666666667
