Churn,customer_tenure,account_Contract,internet_InternetService,internet_TechSupport,account_Charges_Monthly,account_PaymentMethod,account_PaperlessBilling,customer_SeniorCitizen
Yes,1,Month-to-month,Fiber optic,No,79.6,Electronic check,No,0
No,60,Two year,DSL,Yes,80.6,Bank transfer (automatic),Yes,0
Yes,37,Month-to-month,Fiber optic,Yes,98.8,Bank transfer (automatic),No,0
No,9,Month-to-month,No,No internet service,19.7,Credit card (automatic),No,0
No,67,Two year,DSL,No,50.9,Credit card (automatic),No,0
No,65,One year,Fiber optic,No,70.95,Bank transfer (automatic),Yes,1
No,5,Month-to-month,Fiber optic,No,74.65,Electronic check,Yes,0
No,16,Month-to-month,DSL,No,55.3,Electronic check,No,0
No,5,Month-to-month,DSL,No,51.35,Electronic check,Yes,0
No,8,Month-to-month,Fiber optic,No,74.6,Credit card (automatic),Yes,0
No,71,Two year,No,No internet service,24.55,Electronic check,No,0
No,57,Two year,Fiber optic,Yes,90.45,Credit card (automatic),Yes,0
Yes,4,Month-to-month,Fiber optic,No,99.8,Credit card (automatic),Yes,1
No,30,Month-to-month,Fiber optic,No,77.9,Mailed check,No,1
Yes,1,Month-to-month,Fiber optic,No,101.45,Electronic check,Yes,0
Yes,25,Month-to-month,Fiber optic,No,89.15,Bank transfer (automatic),Yes,0
No,32,Month-to-month,DSL,No,54.2,Electronic check,Yes,0
No,10,Month-to-month,DSL,No,59.65,Mailed check,Yes,0
No,12,Month-to-month,Fiber optic,No,89.15,Electronic check,Yes,0
No,14,Month-to-month,Fiber optic,Yes,86.0,Mailed check,Yes,0
No,19,Month-to-month,DSL,No,59.8,Mailed check,Yes,0
No,41,Month-to-month,Fiber optic,No,94.55,Electronic check,Yes,1
Yes,69,Two year,Fiber optic,Yes,108.4,Bank transfer (automatic),Yes,1
No,69,One year,Fiber optic,Yes,105.2,Bank transfer (automatic),Yes,0
No,2,Month-to-month,Fiber optic,No,70.35,Electronic check,No,0
No,33,Month-to-month,No,No internet service,24.25,Bank transfer (automatic),No,0
No,12,Two year,No,No internet service,19.7,Mailed check,No,0
Yes,3,Month-to-month,Fiber optic,No,91.85,Electronic check,No,0
Yes,11,Month-to-month,Fiber optic,No,79.5,Bank transfer (automatic),Yes,0
No,58,One year,Fiber optic,No,94.3,Electronic check,Yes,0
No,22,Month-to-month,DSL,No,49.8,Electronic check,Yes,0
Yes,62,One year,Fiber optic,Yes,102.0,Electronic check,No,0
Yes,7,Month-to-month,Fiber optic,No,81.1,Electronic check,Yes,0
No,61,One year,DSL,No,65.2,Electronic check,Yes,1
No,27,Month-to-month,DSL,Yes,53.45,Mailed check,No,0
No,53,One year,Fiber optic,No,100.3,Mailed check,Yes,0
No,19,Month-to-month,DSL,Yes,75.9,Mailed check,Yes,0
Yes,19,Month-to-month,Fiber optic,Yes,103.3,Electronic check,No,0
No,56,One year,No,No internet service,24.45,Mailed check,Yes,0
No,72,Two year,Fiber optic,Yes,115.75,Credit card (automatic),Yes,1
No,17,Month-to-month,Fiber optic,No,80.5,Bank transfer (automatic),Yes,0
No,70,Two year,Fiber optic,Yes,101.1,Credit card (automatic),Yes,0
No,72,Two year,DSL,Yes,64.45,Credit card (automatic),Yes,1
No,69,Two year,DSL,Yes,80.65,Bank transfer (automatic),No,0
Yes,65,Two year,DSL,Yes,74.8,Bank transfer (automatic),Yes,0
No,43,Month-to-month,Fiber optic,Yes,94.3,Electronic check,Yes,1
No,41,Two year,No,No internet service,19.3,Bank transfer (automatic),No,0
No,46,Month-to-month,No,No internet service,19.6,Electronic check,No,0
Yes,61,One year,Fiber optic,No,106.0,Electronic check,Yes,0
No,19,Two year,No,No internet service,19.95,Mailed check,Yes,0
No,68,Two year,DSL,Yes,38.9,Mailed check,No,0
No,52,One year,Fiber optic,No,95.7,Credit card (automatic),Yes,0
No,24,One year,No,No internet service,20.1,Mailed check,No,0
No,33,Month-to-month,DSL,No,60.9,Mailed check,Yes,0
Yes,3,Month-to-month,DSL,No,25.3,Electronic check,No,1
Yes,24,Month-to-month,Fiber optic,No,99.3,Credit card (automatic),Yes,0
No,31,Two year,No,No internet service,21.0,Mailed check,No,0
No,67,One year,Fiber optic,No,107.05,Credit card (automatic),Yes,1
Yes,4,Month-to-month,DSL,Yes,60.4,Mailed check,Yes,0
Yes,2,Month-to-month,DSL,No,24.35,Electronic check,No,1
No,22,Month-to-month,Fiber optic,No,93.2,Mailed check,Yes,0
No,66,Two year,DSL,Yes,85.9,Bank transfer (automatic),Yes,0
Yes,2,Month-to-month,DSL,No,66.4,Bank transfer (automatic),No,1
Yes,2,Month-to-month,DSL,No,55.1,Mailed check,Yes,0
Yes,1,Month-to-month,Fiber optic,No,80.25,Electronic check,Yes,0
No,71,Two year,DSL,Yes,82.0,Credit card (automatic),Yes,0
No,20,Two year,No,No internet service,19.7,Mailed check,Yes,0
No,66,One year,DSL,Yes,49.4,Credit card (automatic),Yes,0
Yes,34,Month-to-month,Fiber optic,No,87.45,Electronic check,No,0
No,47,One year,DSL,No,66.05,Credit card (automatic),Yes,0
No,1,Month-to-month,DSL,No,55.25,Electronic check,Yes,0
Yes,69,Month-to-month,Fiber optic,No,103.95,Electronic check,Yes,0
No,70,One year,Fiber optic,Yes,90.25,Bank transfer (automatic),Yes,0
No,17,One year,No,No internet service,20.15,Mailed check,No,0
Yes,1,Month-to-month,No,No internet service,19.25,Mailed check,No,0
No,46,One year,No,No internet service,24.9,Electronic check,No,0
No,41,Two year,Fiber optic,Yes,111.15,Electronic check,Yes,0
Yes,54,Month-to-month,Fiber optic,Yes,100.1,Electronic check,Yes,0
Yes,1,Month-to-month,No,No internet service,19.9,Mailed check,No,0
No,8,Month-to-month,DSL,No,54.75,Credit card (automatic),Yes,0
Yes,12,Month-to-month,Fiber optic,No,94.2,Electronic check,Yes,0
No,33,One year,No,No internet service,20.15,Mailed check,Yes,0
Yes,21,Month-to-month,Fiber optic,No,103.9,Electronic check,Yes,0
Yes,12,Month-to-month,Fiber optic,No,84.5,Electronic check,Yes,0
No,1,Month-to-month,DSL,No,44.0,Electronic check,No,0
No,25,Month-to-month,Fiber optic,Yes,85.9,Electronic check,No,0
No,33,One year,DSL,No,74.75,Credit card (automatic),No,0
No,11,Month-to-month,DSL,Yes,70.5,Mailed check,No,0
No,47,Two year,No,No internet service,20.15,Mailed check,No,0
No,7,Month-to-month,DSL,Yes,44.4,Electronic check,Yes,1
No,49,Month-to-month,DSL,No,30.2,Bank transfer (automatic),Yes,0
Yes,49,Month-to-month,Fiber optic,No,99.05,Bank transfer (automatic),Yes,0
Yes,55,Month-to-month,Fiber optic,No,77.75,Electronic check,Yes,0
No,20,Month-to-month,No,No internet service,19.25,Bank transfer (automatic),No,0
No,28,Month-to-month,No,No internet service,25.7,Mailed check,No,1
Yes,1,Month-to-month,Fiber optic,No,69.75,Electronic check,Yes,1
No,4,Month-to-month,DSL,No,54.7,Mailed check,No,0
No,42,Two year,No,No internet service,20.75,Bank transfer (automatic),Yes,0
No,1,Month-to-month,Fiber optic,No,69.9,Electronic check,Yes,0
No,4,Month-to-month,DSL,No,56.4,Electronic check,Yes,0
No,41,Month-to-month,No,No internet service,20.45,Electronic check,No,0
No,13,One year,No,No internet service,19.95,Mailed check,Yes,0
No,50,Two year,No,No internet service,24.95,Mailed check,No,0
Yes,1,Month-to-month,Fiber optic,No,69.85,Electronic check,Yes,1
Yes,1,Month-to-month,DSL,No,45.3,Electronic check,No,0
No,66,One year,Fiber optic,No,104.9,Electronic check,Yes,1
No,10,Month-to-month,No,No internet service,24.8,Credit card (automatic),No,0
Yes,2,Month-to-month,Fiber optic,No,79.2,Electronic check,No,1
No,1,One year,No,No internet service,19.65,Mailed check,No,0
No,2,Month-to-month,No,No internet service,20.35,Credit card (automatic),No,0
Yes,1,Month-to-month,Fiber optic,No,75.3,Bank transfer (automatic),Yes,1
Yes,16,Month-to-month,Fiber optic,No,96.15,Electronic check,Yes,1
No,27,One year,Fiber optic,No,80.65,Credit card (automatic),Yes,0
No,58,Two year,No,No internet service,20.3,Credit card (automatic),No,0
Yes,3,Month-to-month,Fiber optic,No,94.6,Electronic check,Yes,1
No,8,Month-to-month,DSL,Yes,65.45,Electronic check,Yes,0
No,71,One year,Fiber optic,No,105.7,Bank transfer (automatic),Yes,0
Yes,9,Month-to-month,Fiber optic,No,85.35,Bank transfer (automatic),Yes,0
Yes,28,Month-to-month,Fiber optic,Yes,101.3,Credit card (automatic),Yes,1
Yes,3,Month-to-month,Fiber optic,No,75.15,Credit card (automatic),Yes,0
Yes,22,Month-to-month,Fiber optic,No,84.3,Mailed check,Yes,0
No,63,Two year,Fiber optic,Yes,109.2,Credit card (automatic),No,0
No,34,One year,DSL,No,56.95,Mailed check,No,0
No,46,Month-to-month,Fiber optic,No,89.15,Credit card (automatic),Yes,0
Yes,15,Month-to-month,No,No internet service,19.75,Bank transfer (automatic),No,0
No,58,One year,Fiber optic,No,99.25,Credit card (automatic),No,0
No,44,Two year,DSL,Yes,54.05,Credit card (automatic),Yes,0
Yes,1,Month-to-month,Fiber optic,No,70.0,Electronic check,No,0
Yes,22,Month-to-month,Fiber optic,No,100.75,Electronic check,Yes,0
Yes,20,Month-to-month,DSL,No,24.45,Electronic check,Yes,0
No,8,Month-to-month,DSL,No,54.65,Mailed check,No,0
No,24,One year,Fiber optic,No,83.15,Bank transfer (automatic),No,0
Yes,1,Month-to-month,Fiber optic,No,85.45,Electronic check,Yes,0
No,72,Two year,No,No internet service,25.45,Credit card (automatic),No,0
No,14,Month-to-month,Fiber optic,No,80.35,Bank transfer (automatic),Yes,1
No,2,Month-to-month,Fiber optic,No,69.95,Mailed check,No,0
No,6,Month-to-month,DSL,Yes,49.5,Credit card (automatic),Yes,0
No,12,One year,No,No internet service,19.3,Mailed check,No,0
No,7,Month-to-month,Fiber optic,No,69.85,Bank transfer (automatic),Yes,0
No,72,Two year,No,No internet service,25.0,Bank transfer (automatic),Yes,1
No,10,Month-to-month,Fiber optic,No,78.15,Credit card (automatic),Yes,0
Yes,20,Month-to-month,Fiber optic,No,94.1,Electronic check,Yes,1
No,15,Month-to-month,Fiber optic,No,84.35,Credit card (automatic),Yes,0
No,58,Two year,DSL,Yes,64.9,Credit card (automatic),Yes,0
Yes,20,Month-to-month,No,No internet service,19.4,Electronic check,Yes,0
No,46,Month-to-month,DSL,No,53.1,Electronic check,No,0
No,4,One year,No,No internet service,19.95,Mailed check,No,0
No,35,Two year,No,No internet service,25.4,Credit card (automatic),Yes,0
Yes,1,Month-to-month,No,No internet service,20.95,Mailed check,No,0
No,9,Month-to-month,No,No internet service,19.5,Electronic check,Yes,0
No,20,Month-to-month,Fiber optic,No,89.1,Bank transfer (automatic),Yes,0
No,35,One year,No,No internet service,20.1,Credit card (automatic),Yes,0
No,21,Month-to-month,Fiber optic,No,84.1,Electronic check,Yes,0
No,49,Month-to-month,Fiber optic,No,101.55,Credit card (automatic),No,1
No,3,Month-to-month,DSL,Yes,64.5,Bank transfer (automatic),Yes,0
No,47,Month-to-month,Fiber optic,No,106.35,Electronic check,Yes,0
No,13,Month-to-month,DSL,No,52.1,Credit card (automatic),Yes,0
No,30,One year,DSL,Yes,40.35,Credit card (automatic),Yes,0
No,58,Two year,DSL,Yes,84.3,Electronic check,Yes,0
No,53,One year,No,No internet service,19.85,Bank transfer (automatic),Yes,0
Yes,2,Month-to-month,Fiber optic,No,89.5,Electronic check,No,1
No,60,Month-to-month,Fiber optic,No,105.9,Electronic check,Yes,1
No,8,Two year,No,No internet service,19.7,Mailed check,No,0
Yes,2,Month-to-month,Fiber optic,Yes,95.1,Credit card (automatic),Yes,1
No,51,Month-to-month,Fiber optic,No,99.0,Electronic check,Yes,0
Yes,27,Month-to-month,DSL,No,36.5,Bank transfer (automatic),No,1
Yes,12,One year,Fiber optic,No,95.5,Mailed check,No,0
Yes,4,Month-to-month,DSL,No,24.25,Mailed check,Yes,0
No,31,Month-to-month,Fiber optic,No,81.15,Electronic check,Yes,0
No,10,Month-to-month,DSL,No,46.0,Mailed check,No,0
No,41,One year,Fiber optic,Yes,86.2,Bank transfer (automatic),Yes,0
No,18,Month-to-month,DSL,No,49.85,Credit card (automatic),Yes,1
No,32,Month-to-month,Fiber optic,No,86.1,Electronic check,Yes,0
No,10,Month-to-month,Fiber optic,No,75.75,Mailed check,Yes,0
Yes,49,Month-to-month,Fiber optic,No,96.2,Electronic check,Yes,1
No,62,Two year,No,No internet service,19.85,Bank transfer (automatic),No,0
No,42,Two year,DSL,Yes,48.15,Credit card (automatic),No,0
No,72,Two year,Fiber optic,No,98.35,Bank transfer (automatic),No,1
No,24,Month-to-month,Fiber optic,Yes,89.55,Electronic check,Yes,0
No,65,Two year,No,No internet service,25.1,Bank transfer (automatic),Yes,0
No,72,Two year,Fiber optic,Yes,106.1,Credit card (automatic),No,0
Yes,5,Month-to-month,DSL,No,39.5,Electronic check,No,0
No,70,Two year,Fiber optic,No,75.65,Credit card (automatic),Yes,1
No,50,One year,Fiber optic,Yes,100.65,Electronic check,Yes,1
Yes,1,Month-to-month,DSL,No,60.15,Electronic check,Yes,0
Yes,2,Month-to-month,DSL,Yes,40.4,Credit card (automatic),Yes,0
No,71,Two year,DSL,Yes,73.35,Credit card (automatic),Yes,0
No,71,One year,Fiber optic,No,104.1,Credit card (automatic),Yes,0
No,68,Two year,DSL,Yes,82.45,Credit card (automatic),Yes,0
No,43,One year,Fiber optic,Yes,91.25,Credit card (automatic),Yes,0
No,72,Two year,Fiber optic,Yes,90.35,Bank transfer (automatic),Yes,0
Yes,5,Month-to-month,Fiber optic,No,83.6,Electronic check,Yes,0
No,17,One year,Fiber optic,Yes,86.75,Electronic check,No,0
Yes,4,Month-to-month,No,No internet service,20.35,Mailed check,No,0
Yes,15,Month-to-month,No,No internet service,20.0,Electronic check,Yes,0
Yes,1,Month-to-month,DSL,No,45.4,Mailed check,Yes,0
No,31,Month-to-month,Fiber optic,No,90.7,Electronic check,Yes,1
No,41,Two year,Fiber optic,Yes,99.65,Credit card (automatic),Yes,0
No,67,Two year,Fiber optic,Yes,103.15,Bank transfer (automatic),No,0
No,17,Two year,No,No internet service,19.45,Credit card (automatic),No,0
No,48,Two year,DSL,No,70.1,Credit card (automatic),Yes,0
Yes,1,Month-to-month,DSL,No,45.05,Mailed check,Yes,0
No,28,Month-to-month,DSL,No,35.9,Electronic check,Yes,1
Yes,9,Month-to-month,Fiber optic,No,94.4,Electronic check,No,0
No,71,Two year,No,No internet service,24.65,Mailed check,Yes,1
No,26,One year,DSL,No,35.4,Credit card (automatic),No,0
No,1,Month-to-month,No,No internet service,24.0,Mailed check,No,0
No,11,Month-to-month,Fiber optic,Yes,82.9,Electronic check,Yes,1
No,13,Month-to-month,DSL,Yes,50.55,Mailed check,Yes,0
No,71,Two year,DSL,Yes,82.55,Electronic check,Yes,0
No,4,Month-to-month,No,No internet service,19.6,Mailed check,No,0
Yes,9,Month-to-month,DSL,No,54.55,Electronic check,No,1
No,53,Two year,DSL,Yes,69.7,Mailed check,Yes,0
Yes,58,Month-to-month,Fiber optic,No,93.4,Bank transfer (automatic),Yes,0
No,0,Two year,DSL,No,80.85,Mailed check,No,0
No,43,Month-to-month,Fiber optic,No,91.65,Electronic check,Yes,0
Yes,2,Month-to-month,Fiber optic,Yes,79.85,Electronic check,Yes,0
No,4,Month-to-month,No,No internet service,20.15,Credit card (automatic),Yes,0
No,65,Two year,Fiber optic,Yes,99.05,Credit card (automatic),Yes,0
No,13,One year,Fiber optic,No,104.15,Credit card (automatic),Yes,0
No,49,One year,DSL,No,55.35,Electronic check,Yes,0
No,8,Two year,No,No internet service,19.85,Mailed check,Yes,0
No,72,Two year,DSL,Yes,90.8,Credit card (automatic),Yes,0
Yes,4,Month-to-month,Fiber optic,No,80.85,Electronic check,No,0
No,66,Two year,No,No internet service,19.7,Bank transfer (automatic),No,0
No,43,Month-to-month,DSL,No,33.45,Credit card (automatic),Yes,1
No,52,One year,Fiber optic,Yes,104.45,Bank transfer (automatic),Yes,1
No,61,One year,Fiber optic,Yes,118.6,Electronic check,Yes,0
No,69,Two year,DSL,Yes,79.45,Credit card (automatic),Yes,0
No,70,Month-to-month,Fiber optic,No,97.55,Credit card (automatic),Yes,0
No,71,Two year,No,No internet service,25.55,Bank transfer (automatic),No,0
Yes,10,Month-to-month,Fiber optic,Yes,92.5,Mailed check,Yes,1
Yes,69,Two year,Fiber optic,Yes,106.5,Bank transfer (automatic),Yes,0
No,46,Two year,DSL,Yes,81.0,Mailed check,No,0
No,28,One year,DSL,Yes,59.9,Electronic check,Yes,0
No,11,One year,DSL,Yes,64.9,Credit card (automatic),No,0
No,61,One year,DSL,No,64.05,Bank transfer (automatic),No,1
Yes,3,Month-to-month,DSL,No,35.2,Credit card (automatic),No,0
No,6,Month-to-month,Fiber optic,No,78.95,Electronic check,Yes,0
No,3,Month-to-month,Fiber optic,No,107.95,Mailed check,No,0
No,22,Month-to-month,DSL,Yes,69.75,Mailed check,Yes,1
No,52,Two year,DSL,No,58.75,Bank transfer (automatic),Yes,0
No,72,Two year,DSL,Yes,84.45,Mailed check,No,0
Yes,29,Month-to-month,DSL,No,68.85,Bank transfer (automatic),Yes,0
Yes,1,Month-to-month,No,No internet service,19.4,Mailed check,No,0
No,50,One year,No,No internet service,20.35,Mailed check,Yes,0
No,7,Month-to-month,No,No internet service,20.45,Mailed check,No,0
No,40,One year,DSL,No,50.25,Mailed check,Yes,0
No,12,One year,No,No internet service,20.15,Electronic check,No,0
No,9,Month-to-month,DSL,Yes,59.5,Bank transfer (automatic),Yes,0
No,8,Month-to-month,DSL,Yes,49.4,Electronic check,No,0
No,72,Two year,Fiber optic,No,100.65,Bank transfer (automatic),No,0
No,71,Two year,DSL,Yes,73.5,Credit card (automatic),No,0
No,72,Two year,No,No internet service,19.3,Credit card (automatic),No,0
No,34,Two year,DSL,Yes,84.75,Mailed check,No,0
No,24,One year,No,No internet service,24.6,Electronic check,No,0
No,56,One year,DSL,No,68.75,Bank transfer (automatic),Yes,0
No,52,Two year,DSL,No,59.85,Bank transfer (automatic),No,1
No,55,Two year,No,No internet service,21.0,Mailed check,No,0
No,69,One year,DSL,Yes,59.1,Bank transfer (automatic),No,0
No,68,Two year,Fiber optic,No,110.8,Bank transfer (automatic),Yes,0
Yes,1,Month-to-month,Fiber optic,No,90.6,Electronic check,No,0
No,63,Two year,No,No internet service,19.5,Credit card (automatic),No,0
No,50,One year,Fiber optic,No,104.4,Mailed check,Yes,0
No,72,Two year,DSL,Yes,67.8,Bank transfer (automatic),Yes,0
No,70,Month-to-month,Fiber optic,No,106.05,Electronic check,Yes,0
No,39,Two year,No,No internet service,19.75,Mailed check,No,0
Yes,2,Month-to-month,Fiber optic,No,70.35,Electronic check,Yes,1
No,3,One year,No,No internet service,20.55,Credit card (automatic),Yes,0
No,52,One year,Fiber optic,No,101.25,Bank transfer (automatic),No,0
Yes,33,Month-to-month,Fiber optic,No,83.85,Credit card (automatic),Yes,1
No,20,One year,DSL,Yes,64.15,Mailed check,Yes,0
No,70,Two year,DSL,Yes,80.4,Bank transfer (automatic),Yes,0
No,37,Month-to-month,Fiber optic,Yes,100.3,Credit card (automatic),No,0
No,7,Month-to-month,DSL,No,51.3,Mailed check,Yes,1
No,56,One year,DSL,Yes,68.45,Credit card (automatic),Yes,1
No,57,Two year,No,No internet service,19.9,Bank transfer (automatic),No,0
No,48,One year,DSL,No,64.4,Bank transfer (automatic),Yes,0
No,56,Month-to-month,Fiber optic,Yes,96.95,Credit card (automatic),Yes,0
Yes,19,One year,Fiber optic,Yes,100.95,Electronic check,Yes,0
No,62,Month-to-month,Fiber optic,No,89.1,Electronic check,Yes,1
No,23,One year,DSL,Yes,68.75,Bank transfer (automatic),Yes,0
No,29,Month-to-month,DSL,No,60.2,Mailed check,Yes,0
No,29,One year,DSL,Yes,75.35,Bank transfer (automatic),Yes,0
Yes,2,Month-to-month,Fiber optic,No,69.8,Credit card (automatic),Yes,0
Yes,1,Month-to-month,Fiber optic,No,75.45,Electronic check,Yes,0
Yes,3,Month-to-month,Fiber optic,No,76.95,Electronic check,Yes,0
No,21,One year,DSL,No,58.85,Credit card (automatic),Yes,0
No,16,Month-to-month,Fiber optic,Yes,74.55,Credit card (automatic),Yes,0
No,16,Two year,DSL,Yes,68.25,Bank transfer (automatic),No,0
Yes,5,Month-to-month,Fiber optic,No,88.9,Mailed check,Yes,0
No,18,Month-to-month,DSL,No,50.0,Mailed check,Yes,0
No,33,One year,DSL,No,58.45,Mailed check,Yes,0
No,35,Two year,No,No internet service,20.1,Mailed check,No,0
No,71,Two year,No,No internet service,24.45,Bank transfer (automatic),No,0
No,71,Two year,DSL,Yes,70.85,Credit card (automatic),Yes,0
No,33,Month-to-month,Fiber optic,Yes,88.6,Credit card (automatic),No,0
No,22,One year,No,No internet service,20.3,Mailed check,No,0
No,68,Two year,No,No internet service,20.05,Bank transfer (automatic),No,0
No,27,One year,No,No internet service,20.05,Credit card (automatic),No,0
No,6,Month-to-month,No,No internet service,20.2,Mailed check,No,0
No,70,Two year,No,No internet service,25.4,Mailed check,No,0
No,49,Two year,Fiber optic,Yes,106.65,Credit card (automatic),No,0
No,44,Month-to-month,Fiber optic,No,89.2,Electronic check,Yes,1
No,2,One year,No,No internet service,20.5,Bank transfer (automatic),No,0
No,1,Month-to-month,DSL,No,44.45,Mailed check,No,0
No,26,Two year,No,No internet service,19.15,Credit card (automatic),Yes,0
No,46,Two year,DSL,Yes,60.75,Bank transfer (automatic),Yes,0
No,10,Month-to-month,No,No internet service,18.85,Mailed check,No,0
Yes,1,Month-to-month,DSL,No,31.35,Mailed check,Yes,0
No,1,Month-to-month,No,No internet service,20.25,Mailed check,Yes,0
Yes,6,Month-to-month,Fiber optic,No,84.2,Electronic check,Yes,1
No,32,One year,No,No internet service,19.8,Mailed check,No,0
No,60,One year,DSL,No,44.45,Electronic check,Yes,0
Yes,1,Month-to-month,Fiber optic,No,69.9,Electronic check,Yes,0
Yes,6,Month-to-month,DSL,No,55.9,Credit card (automatic),No,0
